lessonId,route,title,catalog,mainTopic,subtopic,conceptId,existingType,newPrimaryType,interactionFormats,engine,currentAdapter,currentPresetSpecificity,targetPresetSpecificity,contentQuality,mathematicalReview,priority,applicabilityOfLearn,applicabilityOfExplore,applicabilityOfPractice,applicabilityOfChallenge,applicabilityOfInvestigation,applicabilityOfVisualProof,applicabilityOfAssessment,applicabilityOfRevision,notes
phase1-class-6-numbers-and-arithmetic-02-indian-and-international-number-naming-systems,/lessons/school/class-6/class-6-numbers-and-arithmetic-indian-and-international-number-naming-systems,Indian and International Number Naming Systems,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.indian-and-international-number-naming-systems,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Indian and International Number Naming Systems. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-numbers-and-arithmetic-03-estimation-and-rounding-lab,/lessons/school/class-6/class-6-numbers-and-arithmetic-estimation-and-rounding-lab,Estimation and Rounding Lab,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.estimation-and-rounding-lab,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Estimation and Rounding Lab. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-numbers-and-arithmetic-04-approximation-and-error-bounds,/lessons/school/class-6/class-6-numbers-and-arithmetic-approximation-and-error-bounds,Approximation and Error Bounds,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.approximation-and-error-bounds,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Approximation and Error Bounds. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-numbers-and-arithmetic-05-mixed-units-and-unit-conversion,/lessons/school/class-6/class-6-numbers-and-arithmetic-mixed-units-and-unit-conversion,Mixed Units and Unit Conversion,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.mixed-units-and-unit-conversion,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Mixed Units and Unit Conversion. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-data-handling-01-pictograph-builder,/lessons/school/class-6/class-6-data-handling-pictograph-builder,Pictograph Builder,school,Data Handling,Data Handling,data-handling.data-handling.pictograph-builder,CONCEPT,learn,graphing,graph-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Pictograph Builder. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-data-handling-02-bar-graph-builder,/lessons/school/class-6/class-6-data-handling-bar-graph-builder,Bar Graph Builder,school,Data Handling,Data Handling,data-handling.data-handling.bar-graph-builder,CONCEPT,learn,graphing,graph-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Bar Graph Builder. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-data-handling-03-survey-to-frequency-table,/lessons/school/class-6/class-6-data-handling-survey-to-frequency-table,Survey to Frequency Table,school,Data Handling,Data Handling,data-handling.data-handling.survey-to-frequency-table,CONCEPT,learn,data-experiment,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Survey to Frequency Table. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-data-handling-04-misleading-graph-detection,/lessons/school/class-6/class-6-data-handling-misleading-graph-detection,Misleading Graph Detection,school,Data Handling,Data Handling,data-handling.data-handling.misleading-graph-detection,CONCEPT,learn,graphing,graph-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Misleading Graph Detection. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-patterns-01-number-pattern-completion,/lessons/school/class-6/class-6-patterns-number-pattern-completion,Number Pattern Completion,school,Patterns,Patterns,patterns.patterns.number-pattern-completion,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Number Pattern Completion. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-patterns-02-shape-pattern-completion,/lessons/school/class-6/class-6-patterns-shape-pattern-completion,Shape Pattern Completion,school,Patterns,Patterns,patterns.patterns.shape-pattern-completion,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Shape Pattern Completion. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-6-patterns-03-input-output-rule-machines,/lessons/school/class-6/class-6-patterns-input-output-rule-machines,Input-Output Rule Machines,school,Patterns,Patterns,patterns.patterns.input-output-rule-machines,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Input-Output Rule Machines. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-numbers-and-arithmetic-01-divisibility-tests-for-2-4-5-6-8-10-and-11,/lessons/school/class-7/class-7-numbers-and-arithmetic-divisibility-tests-for-2-4-5-6-8-10-and-11,"Divisibility Tests for 2, 4, 5, 6, 8, 10 and 11",school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.divisibility-tests-for-2-4-5-6-8-10-and-11,CONCEPT,assessment,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,available,applicable-missing,Complete mixed items. Submit once ready. Review skill-level feedback. Open remediation links.
phase1-class-7-numbers-and-arithmetic-02-digital-root-and-divisibility,/lessons/school/class-7/class-7-numbers-and-arithmetic-digital-root-and-divisibility,Digital Root and Divisibility,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.digital-root-and-divisibility,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Digital Root and Divisibility. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-numbers-and-arithmetic-03-remainder-reasoning,/lessons/school/class-7/class-7-numbers-and-arithmetic-remainder-reasoning,Remainder Reasoning,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.remainder-reasoning,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Remainder Reasoning. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-numbers-and-arithmetic-04-unit-rate-table-lab,/lessons/school/class-7/class-7-numbers-and-arithmetic-unit-rate-table-lab,Unit Rate Table Lab,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.unit-rate-table-lab,CONCEPT,learn,slider,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-7-numbers-and-arithmetic-05-ratio-tables,/lessons/school/class-7/class-7-numbers-and-arithmetic-ratio-tables,Ratio Tables,school,Numbers and Arithmetic,Numbers and Arithmetic,numbers-and-arithmetic.numbers-and-arithmetic.ratio-tables,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Ratio Tables. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-applied-arithmetic-01-bills-discounts-and-tax,/lessons/school/class-7/class-7-applied-arithmetic-bills-discounts-and-tax,"Bills, Discounts and Tax",school,Applied Arithmetic,Applied Arithmetic,applied-arithmetic.applied-arithmetic.bills-discounts-and-tax,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,"Read the core idea for Bills, Discounts and Tax. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource."
phase1-class-7-applied-arithmetic-02-profit-loss-and-marked-price,/lessons/school/class-7/class-7-applied-arithmetic-profit-loss-and-marked-price,"Profit, Loss and Marked Price",school,Applied Arithmetic,Applied Arithmetic,applied-arithmetic.applied-arithmetic.profit-loss-and-marked-price,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,"Read the core idea for Profit, Loss and Marked Price. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource."
phase1-class-7-applied-arithmetic-03-household-budget-arithmetic,/lessons/school/class-7/class-7-applied-arithmetic-household-budget-arithmetic,Household Budget Arithmetic,school,Applied Arithmetic,Applied Arithmetic,applied-arithmetic.applied-arithmetic.household-budget-arithmetic,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Household Budget Arithmetic. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-applied-arithmetic-04-scale-factor-in-maps-and-recipes,/lessons/school/class-7/class-7-applied-arithmetic-scale-factor-in-maps-and-recipes,Scale Factor in Maps and Recipes,school,Applied Arithmetic,Applied Arithmetic,applied-arithmetic.applied-arithmetic.scale-factor-in-maps-and-recipes,CONCEPT,learn,cas|slider,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-7-practical-geometry-01-copying-a-line-segment,/lessons/school/class-7/class-7-practical-geometry-copying-a-line-segment,Copying a Line Segment,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.copying-a-line-segment,VISUAL_EXPLORATION,explore,construction,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Copying a Line Segment. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-practical-geometry-02-copying-an-angle,/lessons/school/class-7/class-7-practical-geometry-copying-an-angle,Copying an Angle,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.copying-an-angle,VISUAL_EXPLORATION,explore,construction,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Copying an Angle. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-7-practical-geometry-03-perpendicular-bisector-construction,/lessons/school/class-7/class-7-practical-geometry-perpendicular-bisector-construction,Perpendicular Bisector Construction,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.perpendicular-bisector-construction,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-7-practical-geometry-04-angle-bisector-construction,/lessons/school/class-7/class-7-practical-geometry-angle-bisector-construction,Angle Bisector Construction,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.angle-bisector-construction,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-7-practical-geometry-05-perpendicular-through-a-point,/lessons/school/class-7/class-7-practical-geometry-perpendicular-through-a-point,Perpendicular Through a Point,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.perpendicular-through-a-point,CONCEPT,learn,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-7-practical-geometry-06-parallel-line-construction,/lessons/school/class-7/class-7-practical-geometry-parallel-line-construction,Parallel Line Construction,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.parallel-line-construction,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-8-practical-geometry-01-triangle-construction-by-sss,/lessons/school/class-8/class-8-practical-geometry-triangle-construction-by-sss,Triangle Construction by SSS,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.triangle-construction-by-sss,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-8-practical-geometry-02-triangle-construction-by-sas,/lessons/school/class-8/class-8-practical-geometry-triangle-construction-by-sas,Triangle Construction by SAS,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.triangle-construction-by-sas,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-8-practical-geometry-03-triangle-construction-by-asa,/lessons/school/class-8/class-8-practical-geometry-triangle-construction-by-asa,Triangle Construction by ASA,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.triangle-construction-by-asa,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-8-practical-geometry-04-right-triangle-construction-by-rhs,/lessons/school/class-8/class-8-practical-geometry-right-triangle-construction-by-rhs,Right Triangle Construction by RHS,school,Practical Geometry,Practical Geometry,practical-geometry.practical-geometry.right-triangle-construction-by-rhs,VISUAL_EXPLORATION,explore,construction|drag-and-observe,geometry-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
phase1-class-8-data-handling-01-double-bar-graph-comparison,/lessons/school/class-8/class-8-data-handling-double-bar-graph-comparison,Double Bar Graph Comparison,school,Data Handling,Data Handling,data-handling.data-handling.double-bar-graph-comparison,CONCEPT,learn,graphing,graph-2d,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Double Bar Graph Comparison. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-data-handling-02-mean-median-and-mode-practice-path,/lessons/school/class-8/class-8-data-handling-mean-median-and-mode-practice-path,Mean Median and Mode Practice Path,school,Data Handling,Data Handling,data-handling.data-handling.mean-median-and-mode-practice-path,PRACTICE,practice,data-experiment|numeric-answer,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
phase1-class-8-data-handling-03-range-and-spread-explorer,/lessons/school/class-8/class-8-data-handling-range-and-spread-explorer,Range and Spread Explorer,school,Data Handling,Data Handling,data-handling.data-handling.range-and-spread-explorer,CONCEPT,investigation,data-experiment,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,not-applicable,applicable-missing,applicable-missing,Read the core idea for Range and Spread Explorer. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-information-processing-01-flowchart-logic,/lessons/school/class-8/class-8-information-processing-flowchart-logic,Flowchart Logic,school,Information Processing,Information Processing,information-processing.information-processing.flowchart-logic,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Flowchart Logic. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-information-processing-02-pattern-encoding,/lessons/school/class-8/class-8-information-processing-pattern-encoding,Pattern Encoding,school,Information Processing,Information Processing,information-processing.information-processing.pattern-encoding,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Pattern Encoding. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-information-processing-03-magic-squares,/lessons/school/class-8/class-8-information-processing-magic-squares,Magic Squares,school,Information Processing,Information Processing,information-processing.information-processing.magic-squares,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Magic Squares. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-information-processing-04-route-map-reasoning,/lessons/school/class-8/class-8-information-processing-route-map-reasoning,Route Map Reasoning,school,Information Processing,Information Processing,information-processing.information-processing.route-map-reasoning,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Route Map Reasoning. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-8-information-processing-05-tabular-pattern-completion,/lessons/school/class-8/class-8-information-processing-tabular-pattern-completion,Tabular Pattern Completion,school,Information Processing,Information Processing,information-processing.information-processing.tabular-pattern-completion,CONCEPT,learn,open-response,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Tabular Pattern Completion. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-01-decimal-expansion-of-rational-numbers,/lessons/school/class-9/class-9-real-numbers-decimal-expansion-of-rational-numbers,Decimal Expansion of Rational Numbers,school,Real Numbers,Real Numbers,real-numbers.real-numbers.decimal-expansion-of-rational-numbers,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Decimal Expansion of Rational Numbers. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-02-terminating-and-non-terminating-decimals,/lessons/school/class-9/class-9-real-numbers-terminating-and-non-terminating-decimals,Terminating and Non-Terminating Decimals,school,Real Numbers,Real Numbers,real-numbers.real-numbers.terminating-and-non-terminating-decimals,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Terminating and Non-Terminating Decimals. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-03-rational-and-irrational-classification,/lessons/school/class-9/class-9-real-numbers-rational-and-irrational-classification,Rational and Irrational Classification,school,Real Numbers,Real Numbers,real-numbers.real-numbers.rational-and-irrational-classification,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Rational and Irrational Classification. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-04-successive-magnification-on-the-number-line,/lessons/school/class-9/class-9-real-numbers-successive-magnification-on-the-number-line,Successive Magnification on the Number Line,school,Real Numbers,Real Numbers,real-numbers.real-numbers.successive-magnification-on-the-number-line,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Successive Magnification on the Number Line. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-05-rationalisation-of-denominators,/lessons/school/class-9/class-9-real-numbers-rationalisation-of-denominators,Rationalisation of Denominators,school,Real Numbers,Real Numbers,real-numbers.real-numbers.rationalisation-of-denominators,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Rationalisation of Denominators. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-real-numbers-06-nth-roots-and-radical-meaning,/lessons/school/class-9/class-9-real-numbers-nth-roots-and-radical-meaning,nth Roots and Radical Meaning,school,Real Numbers,Real Numbers,real-numbers.real-numbers.nth-roots-and-radical-meaning,CONCEPT,learn,numeric-answer,none,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for nth Roots and Radical Meaning. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-polynomials-01-graphical-zeros-of-polynomials,/lessons/school/class-9/class-9-polynomials-graphical-zeros-of-polynomials,Graphical Zeros of Polynomials,school,Polynomials,Polynomials,polynomials.polynomials.graphical-zeros-of-polynomials,CONCEPT,learn,cas,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Graphical Zeros of Polynomials. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-polynomials-02-polynomial-division,/lessons/school/class-9/class-9-polynomials-polynomial-division,Polynomial Division,school,Polynomials,Polynomials,polynomials.polynomials.polynomial-division,CONCEPT,learn,cas,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Polynomial Division. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-polynomials-03-remainder-theorem,/lessons/school/class-9/class-9-polynomials-remainder-theorem,Remainder Theorem,school,Polynomials,Polynomials,polynomials.polynomials.remainder-theorem,PROOF,visual-proof,cas|open-response,cas-data,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-polynomials-04-factor-theorem,/lessons/school/class-9/class-9-polynomials-factor-theorem,Factor Theorem,school,Polynomials,Polynomials,polynomials.polynomials.factor-theorem,PROOF,visual-proof,cas|open-response,cas-data,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
phase1-class-9-polynomials-05-relationship-between-zeros-and-coefficients,/lessons/school/class-9/class-9-polynomials-relationship-between-zeros-and-coefficients,Relationship Between Zeros and Coefficients,school,Polynomials,Polynomials,polynomials.polynomials.relationship-between-zeros-and-coefficients,CONCEPT,explore,cas,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Relationship Between Zeros and Coefficients. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-polynomials-06-cubic-algebraic-identities,/lessons/school/class-9/class-9-polynomials-cubic-algebraic-identities,Cubic Algebraic Identities,school,Polynomials,Polynomials,polynomials.polynomials.cubic-algebraic-identities,CONCEPT,learn,cas,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Read the core idea for Cubic Algebraic Identities. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
phase1-class-9-polynomials-07-polynomial-factorisation-practice,/lessons/school/class-9/class-9-polynomials-polynomial-factorisation-practice,Polynomial Factorisation Practice,school,Polynomials,Polynomials,polynomials.polynomials.polynomial-factorisation-practice,PRACTICE,practice,cas|numeric-answer,cas-data,school-interactive-lab,family,lesson-preset,family-specific,needs-review,P1,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Review the method. Answer a deterministic question. Check with visual or symbolic verification. Try another value.
phase1-class-9-euclidean-geometry-01-definitions-axioms-and-postulates,/lessons/school/class-9/class-9-euclidean-geometry-definitions-axioms-and-postulates,Definitions Axioms and Postulates,school,Euclidean Geometry,Euclidean Geometry,euclidean-geometry.euclidean-geometry.definitions-axioms-and-postulates,PROOF,visual-proof,construction|open-response,geometry-2d,school-interactive-lab,family,theorem-specific,family-specific,needs-review,P0,applicable-missing,applicable-missing,applicable-missing,applicable-missing,applicable-missing,available,applicable-missing,applicable-missing,Priority theorem-specific visual proof remediation required.
